run_id,dataset_a,dataset_b,n_a,n_b,dim,model,accuracy,roc_auc,error_eps,pad
20260128_123716,FASHIONPEDIA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9967589793203532,0.9999620687623093,0.003241020679646822,1.9870359172814127
20260128_123716,OKTOBERFEST,UODD,835,835,2048,LogReg,0.9957678355501813,0.9999663707782532,0.004232164449818665,1.9830713422007253
20260128_123716,OKTOBERFEST,UODD,835,835,2048,MLP,0.9933494558645707,0.9993800526077998,0.006650544135429315,1.9733978234582827
20260128_123716,OKTOBERFEST,UODD,835,835,2048,DomainDiscriminator,0.9304715840386941,0.9238985333272898,0.06952841596130588,1.7218863361547765
20260128_123716,OKTOBERFEST,XVIEW,835,835,2048,LogReg,0.9909310761789601,0.9998625588328612,0.009068923821039854,1.9637243047158406
20260128_123716,OKTOBERFEST,XVIEW,835,835,2048,MLP,0.8579201934703748,0.9832804282315855,0.14207980652962515,1.4316807738814994
20260128_123716,OKTOBERFEST,XVIEW,835,835,2048,DomainDiscriminator,0.9619105199516325,0.9935475758448611,0.03808948004836754,1.8476420798065298
20260128_123716,UODD,XVIEW,2560,2560,2048,LogReg,0.9940816729137897,0.999423851400052,0.005918327086210318,1.9763266916551587
20260128_123716,UODD,XVIEW,2560,2560,2048,MLP,0.9763266916551588,0.9917197125016929,0.02367330834484116,1.9053067666206354
20260128_123716,UODD,XVIEW,2560,2560,2048,DomainDiscriminator,0.9767212467942396,0.9941619225087137,0.02327875320576045,1.9068849871769582
