run_id,dataset_a,dataset_b,n_a,n_b,dim,model,accuracy,roc_auc,error_eps,pad
20260127_120130,FASHIONPEDIA,XVIEW,20881,20881,2048,MLP,0.9997605650664432,0.9999995986963824,0.00023943493355682577,1.9990422602657727
20260127_120130,FASHIONPEDIA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9998802825332216,0.9999999426709117,0.00011971746677841288,1.9995211301328863
20260127_120130,OKTOBERFEST,UODD,835,835,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,OKTOBERFEST,UODD,835,835,2048,MLP,0.9910179640718563,0.9999641435691491,0.008982035928143728,1.964071856287425
20260127_120130,OKTOBERFEST,UODD,835,835,2048,DomainDiscriminator,0.9940119760479041,1.0,0.005988023952095856,1.9760479041916166
20260127_120130,OKTOBERFEST,XVIEW,835,835,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,OKTOBERFEST,XVIEW,835,835,2048,MLP,0.9970059880239521,1.0,0.0029940119760478723,1.9880239520958085
20260127_120130,OKTOBERFEST,XVIEW,835,835,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
20260127_120130,UODD,XVIEW,2560,2560,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,UODD,XVIEW,2560,2560,2048,MLP,0.9970703125,0.9998664855957031,0.0029296875,1.98828125
20260127_120130,UODD,XVIEW,2560,2560,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
